ID,Elo
0,326.0046509133069
1,392.0
2,592.8750067458928
3,401.62410965113094
4,450.90226318827825
5,350.4682918492951
6,403.0508914794218
7,263.90838413592445
8,434.7030573417727
9,377.28124031659627
10,313.91089105684244
11,375.9000069873386
12,429.841891453552
13,384.1841742594847
14,345.25890872116355
15,419.03164387169613
16,436.70651014981826
17,383.9155239207032
18,492.5300153156322
19,394.72643588982055
20,518.5507413458103
21,408.45662352508975
22,370.4191379130567
23,319.162451512332
24,455.8562345406394
25,392.0
26,422.08808229307
27,474.3234444265423
28,574.7732519314753
29,376.81434394150045
30,561.1480475552712
31,259.5076384640449
32,317.98972346787343
33,377.60396452905246
34,348.6787954474079
35,392.0
36,424.84568748205027
37,255.25162444617132
38,311.749374100944
39,400.2022685974464
40,385.68590174576326
41,363.53973612925176
42,324.3090179057062
43,384.3469207506078
44,485.1587525841852
45,288.62881981012333
46,608.9220883181848
47,398.7219453872501
48,636.3019699432945
49,506.89069305509764
50,611.9098862335757
51,492.9487047272829
52,535.7734969991221
53,264.9918703879492
54,307.09808553929116
55,378.63779107833517
56,514.3176048191679
57,356.2321205799848
58,505.9641941393069
59,392.0
60,444.5159446220621
61,383.4523970149072
62,558.7580277852355
63,392.0
64,275.1007871290378
65,358.9513527789569
66,381.7141772211998
67,359.6560387633068
68,326.27920300288764
69,384.0
70,440.859506229977
71,368.4113172785573
72,281.12310865299713
73,392.0
74,555.2243367696348
75,448.01572299234715
76,446.57800750168076
77,376.7935313229002
78,468.807581579703
79,418.3813379744577
80,468.8984334185963
81,392.0
82,356.8153697370027
83,401.01008022110426
84,448.02749773506446
85,458.4967269179389
86,442.85250907789367
87,307.4091343102642
88,464.58704399161434
89,384.69402924735215
90,514.3856646746281
91,322.2064980157657
92,421.0435615418059
93,412.8058542980623
94,355.03419824498764
95,315.8469225163051
96,450.5255338547333
97,329.95586874654816
98,618.7712592175056
99,319.16346574388336
100,358.65534829181456
101,312.11555578980926
102,657.5686931994142
103,438.57987025814083
104,419.94535380654276
105,384.368153396761
106,496.4643148251033
107,375.5591776857363
108,250.96498554644722
109,382.13833148596547
110,508.5312434633833
111,336.7836159870857
112,552.7418349474792
113,352.79959355753243
114,400.69055112293324
115,392.0
116,569.1075218334903
117,333.60435615951315
118,471.6477042369862
119,381.84477489468765
120,539.2147237721067
121,334.2920471574426
122,538.6603859271954
123,391.8560195964891
124,515.4607497463587
125,461.4158172230369
126,446.5018300088783
127,430.6849400895378
128,334.47144222080317
129,388.9935538925797
130,617.420784301377
131,448.72764438592185
132,434.44465352952614
133,371.53693901700296
134,394.57001844356637
135,392.0
136,502.26745035343754
137,463.3374783643191
138,436.9330282125659
139,384.8886885114562
140,373.32201031144086
141,392.42943917835936
142,425.3490055811743
143,308.7484359785172
144,414.7873201173138
145,341.3371543487623
146,422.2721997606598
147,270.146970259735
148,321.8374383163073
149,332.2878894456809
150,366.492085155129
151,384.5552120436303
152,409.53117703678345
153,301.42072268258823
154,586.2073115379495
155,305.10129130866363
156,453.25385015657235
157,405.23487198137343
158,285.0795336782786
159,392.0
160,339.86454424020667
161,382.4181260624061
162,492.4928191216996
163,384.347869329059
164,531.1754287068902
165,306.66833174831913
166,399.67004488634035
167,426.8189060625564
168,529.4428988254492
169,431.6232086802795
170,439.07921964599456
171,249.7596776504185
172,518.4162327102865
173,388.15267797803176
174,492.940641374401
175,244.23496702834947
176,310.9143692939554
177,350.3107382057335
178,347.0575182127407
179,394.47758711795314
180,626.0000590540161
181,477.6873274784861
182,456.21402523716347
183,334.4542938092456
184,458.439681264612
185,331.46586777856976
186,446.2849331483935
187,496.73143274189607
188,436.97198788768753
189,418.8619402706897
190,487.02239749539916
191,384.368153396761
192,441.3966613287788
193,218.2880514694719
194,295.6947391598517
195,451.12978685727745
196,588.2002716963979
197,302.8776733521319
198,359.6886545390292
199,377.6364973282172
200,336.55502796810873
201,392.0
202,444.90082788710737
203,392.0
204,500.8856187889836
205,392.0
206,422.7889187091105
207,384.7261928720653
208,409.112603146151
209,367.2543772834094
210,546.2926556806079
211,488.4405057832423
212,394.47155638854883
213,392.0
214,571.0789963643291
215,297.7125848470445
216,352.15338143133124
217,290.5682667183594
218,370.1916508876035
219,392.57081111430375
220,454.69710950714534
221,483.0656254570054
222,579.220521451138
223,418.7132603707856
224,508.8155987271655
225,398.33839252737806
226,347.5343604570488
227,375.9189526978078
228,308.8051757498399
229,545.6059814457053
230,380.8908117841227
231,276.06965318416184
232,583.248774205785
233,310.2401404187029
234,575.3520622213891
235,344.31124959335574
236,469.0528221810135
237,438.7841932841992
238,579.7290618774465
239,425.8868462382869
240,384.86360289960106
241,323.91528257842697
242,650.2020558804585
243,449.3069570201158
244,519.1994695444432
245,477.6254434418524
246,484.0934715953066
247,366.8653948714983
248,505.5445561885818
249,478.56539537227417
250,527.3977498448488
251,401.3418475145065
252,316.1267639290269
253,377.2234285257891
254,435.45089006261384
255,426.27475001282585
256,433.5400911649375
257,317.67315508074677
258,519.2738589653228
259,394.03363614942464
260,470.069705327925
261,535.1549804407755
262,504.8962438705525
263,404.1496208404192
264,319.1850109730199
265,319.6643406468597
266,402.34677911717324
267,350.93650147166437
268,513.0612345063313
269,486.8629984692206
270,416.76342981441877
271,296.6335673982485
272,396.8906266777878
273,239.3469632253672
274,310.834252200836
275,386.40317240554873
276,386.1158388269314
277,370.0673636754518
278,293.5003398042067
279,384.1841742594847
280,450.66680195638986
281,481.93060285423934
282,338.045274600059
283,322.2645988397577
284,453.27224501653853
285,189.3816196425872
286,563.4018457784114
287,344.16331067922476
288,475.42354770584035
289,330.20154046030683
290,509.4429548661184
291,492.02659177986106
292,343.5171302589321
293,384.3594409176437
294,420.4666894713821
295,350.6446030387266
296,465.6162685353507
297,392.0
298,415.3490319862249
299,293.88001182699315
300,481.5280939149901
301,356.4453215716711
302,445.35505352785094
303,317.1933021152013
304,330.5964058924613
305,488.35691391111
306,546.2008161612918
307,276.51117629006467
308,549.5545870829707
309,463.46366998692037
310,307.00349027121473
311,373.69620302530757
312,402.01779185856765
313,352.8358012100801
314,453.72882323596946
315,392.0
316,459.64399644486787
317,381.3336535621799
318,392.0
319,398.10101274169494
320,508.39000731242965
321,334.7029805273068
322,351.351149606408
323,459.4601759484164
324,331.20406215313955
325,402.7378256494654
326,381.1332483866686
327,530.5533661415416
328,500.1753289416533
329,383.82006650916213
330,430.68405987947375
331,359.4990713442516
332,389.1167963973252
333,392.0
334,451.0875885877849
335,439.7762271043249
336,521.076872765399
337,488.11693061671684
338,400.26996419240083
339,361.60216814172895
340,346.9378185214552
341,363.6235997954874
342,463.0762441815264
343,555.2259294519602
344,369.3968871110274
345,455.52699644469874
346,380.74835425313915
347,514.2221144939975
348,392.0
349,463.1798282010538
350,392.0
351,452.42046701742674
352,472.008723237096
353,503.923470849677
354,429.11012423912774
355,424.31262566259255
356,386.0472689622874
357,328.0474005152374
358,384.0
359,474.08142047038547
360,436.01820743596556
361,490.1265080905754
362,392.0
363,499.50865763710544
364,528.3796163162768
365,230.8525156830694
366,443.2150363420718
367,385.8017894536963
368,403.33218308597856
369,344.4356693786271
370,346.9329184341504
371,370.3717664152103
372,486.34558363460417
373,376.6192790640773
374,505.3061230455849
375,392.0
376,397.62382351959354
377,392.0
378,447.6520283470689
379,261.8933838848289
380,357.4915745165833
381,376.0738392733938
382,368.04915379884693
383,468.3779765982306
384,392.1841742594847
385,393.809959357801
386,366.66477557233276
387,394.3490241861231
388,457.6196295517855
389,379.68674053900594
390,384.6924840719902
391,361.8179603161855
392,269.5645640545976
393,508.64378428346043
